node1,weight,node2
ADV JOURNALISTIC WRITING: JOURNALISTIC STORY-TELL.,0.14788417171188478,THE ARTS & POPULAR CULT.
ADV JOURNALISTIC WRITING: JOURNALISTIC STORY-TELL.,0.13008170612607525,MUSIC IN URBAN SPACES
ADV JOURNALISTIC WRITING: JOURNALISTIC STORY-TELL.,0.1392885474413156,LIVING IN SCIENCE FICTION WORLD
ADV JOURNALISTIC WRITING: JOURNALISTIC STORY-TELL.,0.16500311558216033,VIOLENCE AND THE SACRED
ADV JOURNALISTIC WRITING: JOURNALISTIC STORY-TELL.,0.3364974840616602,CREATIVE WRITING: Creative Writing:  Personal Essay/Fiction
ADV JOURNALISTIC WRITING: JOURNALISTIC STORY-TELL.,0.2399675885308168,TOPICS FILM STUDIES: MODERN SCI-FI CINEMA
ADV JOURNALISTIC WRITING: JOURNALISTIC STORY-TELL.,0.3792664665746154,TOPICS: FRESHMAN SEMINAR: ITALIAN FOOD CULTURE IN ART CINEMA AND LITERATURE
ADV JOURNALISTIC WRITING: JOURNALISTIC STORY-TELL.,0.689538928499576,The Glorious What If?: Writing Speculative Fiction
ADV JOURNALISTIC WRITING: JOURNALISTIC STORY-TELL.,0.19359932692698384,PLATO AND ARISTOTLE IN THE RENAISSANCE
ADV JOURNALISTIC WRITING: JOURNALISTIC STORY-TELL.,0.16350298103418093,LAW IN AFRICA
ADV JOURNALISTIC WRITING: JOURNALISTIC STORY-TELL.,0.1784203130564277,INTRODUCTION TO BIBLIOGRAPHY FROM GUTENBERG TO GOOGLE BOOKS
ADV JOURNALISTIC WRITING: JOURNALISTIC STORY-TELL.,0.21689886244493814,TOPICS IN LUSOPHONE CULTURE - SOCIETY AND VISUAL ARTS
ADV JOURNALISTIC WRITING: JOURNALISTIC STORY-TELL.,0.36005321390401474,POETRY AND POETICS: LOVE MARRIAGE & POETRY
ADV JOURNALISTIC WRITING: JOURNALISTIC STORY-TELL.,0.2184300086474954,SCIENCE AND LITERATURE
ADV JOURNALISTIC WRITING: JOURNALISTIC STORY-TELL.,0.11073620523867309,WRITING SEM GLOBAL ENGL: GLOBALIZATION INEQUALITY
ADV JOURNALISTIC WRITING: JOURNALISTIC STORY-TELL.,0.2038730683607046,MLA SEMINARS IN CINEMA: MLA Proseminar: Food and Film
ADV JOURNALISTIC WRITING: JOURNALISTIC STORY-TELL.,0.13397375629145167,STUDY OF A THEME: TALES OF STUDY ABROAD
ADV JOURNALISTIC WRITING: JOURNALISTIC STORY-TELL.,0.2184300086474954,The Holocaust - Representation and Silence
ADV JOURNALISTIC WRITING: JOURNALISTIC STORY-TELL.,0.2440450554086799,The History of Women and Men of African Descent at the University of Penn
ADV JOURNALISTIC WRITING: JOURNALISTIC STORY-TELL.,0.16350298103418093,The US and Human Rights: Policies and Practices
ADV JOURNALISTIC WRITING: JOURNALISTIC STORY-TELL.,0.3020610855023221,CONTEMPORARY COLOMBIAN LITERATURE:  A HISTORY OF VIOLENCE AND REDEMPTION
ADV JOURNALISTIC WRITING: JOURNALISTIC STORY-TELL.,0.3020610855023221,Gabriel Garcia Marquez and Latin American Literature
ADV JOURNALISTIC WRITING: JOURNALISTIC STORY-TELL.,0.3020610855023221,Food in Latin American History and Culture
ADV JOURNALISTIC WRITING: JOURNALISTIC STORY-TELL.,0.20380730287264434,ITALIAN DRAMA AND THE PERFORMANCE OF A NATION
ADV JOURNALISTIC WRITING: JOURNALISTIC STORY-TELL.,0.3174151146527569,After Odysseus. On Hospitality in France North Africa & the Mediterranean
ADV JOURNALISTIC WRITING: JOURNALISTIC STORY-TELL.,0.13381054437354808,IMMIGRANT URBAN LABOR IN THE U.S.
ADV JOURNALISTIC WRITING: JOURNALISTIC STORY-TELL.,0.25973092442362666,French Modernity and Its Discontents
ADV JOURNALISTIC WRITING: JOURNALISTIC STORY-TELL.,0.23074855268690345,TOPICS CULTURAL STUDIES: BLACKNESS ACROSS MEDIA
ADV JOURNALISTIC WRITING: JOURNALISTIC STORY-TELL.,0.16985780646375429,APPROACHES TO GENRE: THE END IS COMING: APOCALYPSE IN FILM AND LITERATURE
ADV JOURNALISTIC WRITING: JOURNALISTIC STORY-TELL.,0.13397375629145167,STUDY OF A THEME: FROM THE UNCANNY TO THE HORROR:  LITERATURE FILM AND PSYCHOANALYSIS
ADV JOURNALISTIC WRITING: JOURNALISTIC STORY-TELL.,0.2479567348267593,(HI)STORIES: THE CONTEMPORARY ITALIAN NOVEL
ADV JOURNALISTIC WRITING: JOURNALISTIC STORY-TELL.,0.23234433456232653,CONTEMPORARY ISSUES IN AMERICAN ANIMATION
ADV JOURNALISTIC WRITING: JOURNALISTIC STORY-TELL.,0.20315380775906888,MODERN SCI-FI CINEMA
ADV JOURNALISTIC WRITING: JOURNALISTIC STORY-TELL.,0.14788417171188478,THE ARTS & POPULAR CULT.: THE ARTS AND POPULAR CULTURE:  BOB DYLAN
ADV JOURNALISTIC WRITING: JOURNALISTIC STORY-TELL.,0.21689886244493814,TOPICS IN BRAZILIAN CULT: CONTEMPORARY BRAZILIAN CINEMA: SOCIETY AND REALITY EFFECTS
ADV JOURNALISTIC WRITING: JOURNALISTIC STORY-TELL.,0.14225902248288863,ASIAN AMERICAN ACTIVISM: Asian American Activism and Organizing
ADV JOURNALISTIC WRITING: JOURNALISTIC STORY-TELL.,0.28479727554014184,INTRO TO CREATIVE WRIT: CREATIVE NONFICTION AND POETRY
ADV JOURNALISTIC WRITING: JOURNALISTIC STORY-TELL.,0.3020610855023221,STORIES WE TELL: LATIN AMERICA AND THE SHORT STORY
ADV JOURNALISTIC WRITING: JOURNALISTIC STORY-TELL.,0.3020610855023221,Telling It All: Women as Storytellers in Hispanic Fiction
ADV JOURNALISTIC WRITING: JOURNALISTIC STORY-TELL.,0.23234433456232653,HISTORY AND THEORY OF ANIMATION
DATABASE & INFO SYSTEMS,0.11237624217674011,GIS DIG HUM SOC SCI
DATABASE & INFO SYSTEMS,0.12128727552534453,DATA ANALY & STAT COMP: Data Analytics and Statistical Computing
DATABASE & INFO SYSTEMS,0.1176592632095159,INTRODUCTORY STATISTICS
DATABASE & INFO SYSTEMS,0.12705538677593758,INT TO NONP & LOGLIN MOD
DATABASE & INFO SYSTEMS,0.13012953808463726,PROG LANG AND TECH II
DATABASE & INFO SYSTEMS,0.12922742844844018,SURVEY RESEARCH & DESIGN
DATABASE & INFO SYSTEMS,0.22417292786803508,DATA SCIENCE
DATABASE & INFO SYSTEMS,0.10872241452671245,QUANTITATIVE RESEARCH DESIGN AND METHODS
DATABASE & INFO SYSTEMS,0.11233263649920355,INTERACTVE COMP GRAPHICS
DATABASE & INFO SYSTEMS,0.13376058656253284,GIS APPLICATIONS IN SOCIAL SCIENCE
DATABASE & INFO SYSTEMS,0.11409893123355262,INTERNET & WEB SYSTEMS
DATABASE & INFO SYSTEMS,0.12608117491877086,BUSINESS COMP LANGUAGES
DATABASE & INFO SYSTEMS,0.10867154485226786,INTRO BUSINESS STAT
DATABASE & INFO SYSTEMS,0.12496272000314738,MODERN REGRESSION
DATABASE & INFO SYSTEMS,0.1028421765565021,INTRO TO ALGORITHMS
DATABASE & INFO SYSTEMS,0.11882619272522657,Modeling Geographic Objects
DATABASE & INFO SYSTEMS,0.11008273739990324,STAT FOR ECONOMISTS
DATABASE & INFO SYSTEMS,0.1303361006825814,PROGRAMMING PARADIGMS
SOCIAL SCIENCE STUDIO,0.11106841572371597,CITY & CITIZENSHIP/JAPAN
SOCIAL SCIENCE STUDIO,0.1144866640232966,SOUTH ASIANS IN THE US
SOCIAL SCIENCE STUDIO,0.15785969976066375,PHILADELPHIA 1700-2000
SOCIAL SCIENCE STUDIO,0.12261698073534114,INDUSTRIAL METROPOLIS
CORPORATE VALUATION,0.22745555887773272,VENT CAP & FNCE INNOVAT
CORPORATE VALUATION,0.1120564558553772,PRINCIPLES OF ACCOUNTING
CORPORATE VALUATION,0.13178210450765168,ACCELERATED CORP FINANCE
CORPORATE VALUATION,0.1448222515112277,CORPORATE FNCE (HALF CU)
CORPORATE VALUATION,0.11842716304839905,ENTREP THROUGH ACQUIS.: Entrepreneurship through Acquisitions
CORPORATE VALUATION,0.11471052044535245,MANAGERIAL ACCOUNTING
CORPORATE VALUATION,0.16186110533942935,FIN AND MNGL ACCT
CORPORATE VALUATION,0.15843860770558887,CORPORATE FINANCE
CORPORATE VALUATION,0.14618996401450898,FINANCIAL ECONOMICS
RESEARCH/INQUIRY-BASED SERVICE RESIDENCY,0.14460697988707666,LEADERSHIP ADVOCACY AND THE PRACTICE OF INTEGRATED NURSING CARE OF ASD
RESEARCH/INQUIRY-BASED SERVICE RESIDENCY,0.10650217748512614,LEADERSHIP IN THE COMPLEX HEALTHCARE SYSTEM
RESEARCH/INQUIRY-BASED SERVICE RESIDENCY,0.10268421884174282,VIPER SEMINAR: Vagelos Integrated Program in Energy Research (VIPER) Seminar Part I
RESEARCH/INQUIRY-BASED SERVICE RESIDENCY,0.21376988895677707,INDEPENDENT STUDY: Global Local Independent Study
RESEARCH/INQUIRY-BASED SERVICE RESIDENCY,0.10355232365908745,ENVS SEMINAR: ENVIRONMENTAL POLICY
RESEARCH/INQUIRY-BASED SERVICE RESIDENCY,0.10672485906819915,CONTEMP AMER CITY/CHALLG: The Contemporary American City and its Challenges
RESEARCH/INQUIRY-BASED SERVICE RESIDENCY,0.10672485906819915,RACE CRIME & PUNISHMENT
RESEARCH/INQUIRY-BASED SERVICE RESIDENCY,0.10376674392239583,VIPER SEMINAR II: Vagelos Integrated Program in Energy Research (VIPER) Seminar II
RESEARCH/INQUIRY-BASED SERVICE RESIDENCY,0.10732290814352861,FIELD METH OF SOC RES
RESEARCH/INQUIRY-BASED SERVICE RESIDENCY,0.21158867269132567,SCIENTIFIC INQUIRY FOR EVIDENCE-BASED PRACTICE
RESEARCH/INQUIRY-BASED SERVICE RESIDENCY,0.10112475568840686,CLINIC
RESEARCH/INQUIRY-BASED SERVICE RESIDENCY,0.16746219051017125,Environmental Studies Research Seminar for Juniors
RESEARCH/INQUIRY-BASED SERVICE RESIDENCY,0.1293043414639656,INTRO TO ESE RSRCH METH
RESEARCH/INQUIRY-BASED SERVICE RESIDENCY,0.11946917696418768,Introduction to Sociological Research
RESEARCH/INQUIRY-BASED SERVICE RESIDENCY,0.10979894782105579,URBAN RESEARCH METHODS
RESEARCH/INQUIRY-BASED SERVICE RESIDENCY,0.14427730736016142,DOING RESEARCH: DOING RESEARCH: QUALITATIVE METHODS AND RESEARCH DESIGN
RESEARCH/INQUIRY-BASED SERVICE RESIDENCY,0.11236706705081222,INTEGRATING CLASSROOM AND CLINICAL PEDAGOGIES IN NURSING EDUCATION
RESEARCH/INQUIRY-BASED SERVICE RESIDENCY,0.12305334062375983,INTRO SOC RESEARCH
RESEARCH/INQUIRY-BASED SERVICE RESIDENCY,0.10672485906819915,GLOBALIZATION
INTRO TO MICROECONOMICS,0.13787803182249364,LABOR ECONOMICS
INTRO TO MICROECONOMICS,0.17232391678504907,INTERMED MICROECONOMICS
INTRO TO MICROECONOMICS,0.13949771858273044,INTERNATIONAL POL. ECON: International Political Economy
INTRO TO MICROECONOMICS,0.11012725330996807,TOPICS IN LOGIC
INTRO TO MICROECONOMICS,0.14427061245566808,STRATEGIC REASONING
INTRO TO MICROECONOMICS,0.10443062919268947,INTRODUCTION TO OPERATIONS MANAGEMENT
INTRO TO MICROECONOMICS,0.17318466833537388,INDUSTRIAL ORGANIZATION
INTRO TO MICROECONOMICS,0.1162619457357605,MULTINATIONAL MANAGEMENT
INTRO TO MICROECONOMICS,0.14451059038557704,GAME THEORY
APPROACHES TO GENRE: POETRY OUT LOUD,0.13911619773224318,STUDY OF A THEME: TALES OF STUDY ABROAD
APPROACHES TO GENRE: POETRY OUT LOUD,0.13911619773224318,STUDY OF A THEME: FROM THE UNCANNY TO THE HORROR:  LITERATURE FILM AND PSYCHOANALYSIS
APPROACHES TO GENRE: POETRY OUT LOUD,0.16046749295272636,TOPICS IN LITERATURE: EMOTIONS
APPROACHES TO GENRE: POETRY OUT LOUD,0.15528249106578038,STUDY OF A GENRE: GOTHIC
ELEMENTARY TURKISH I,0.371209970707657,ELEM TURKISH II
ELEMENTARY TURKISH I,0.2672535430549543,ELEMENTARY LATIN I
ELEMENTARY TURKISH I,0.2672543320441568,ELEMENTARY GERMAN II
ELEMENTARY TURKISH I,0.1096794739575732,INTEN BEG MOD CHIN I&II
ELEMENTARY TURKISH I,0.14021692676576342,ELEMENTARY SWEDISH I
ELEMENTARY TURKISH I,0.12089450743317588,ELEMENTARY LATIN II
ELEMENTARY TURKISH I,0.11944748262878245,ACCEL INTERMEDIATE SPAN
ELEMENTARY TURKISH I,0.1180428238419743,ELEM VIETNAMESE I
ELEMENTARY TURKISH I,0.10278388320416919,INTERMEDIATE RUSSIAN I
ELEMENTARY TURKISH I,0.12668813453756209,INTERMED INDONESIAN II
ELEMENTARY TURKISH I,0.15606772127780452,BEGINNING CHINESE III
GIS APPLICATIONS IN SOCIAL SCIENCE,0.24678038079174489,GIS DIG HUM SOC SCI
GIS APPLICATIONS IN SOCIAL SCIENCE,0.10074553633930197,DATA ANALY & STAT COMP: Data Analytics and Statistical Computing
GIS APPLICATIONS IN SOCIAL SCIENCE,0.10398519440391078,INTRODUCTORY STATISTICS
GIS APPLICATIONS IN SOCIAL SCIENCE,0.13319534833698463,INT TO NONP & LOGLIN MOD
GIS APPLICATIONS IN SOCIAL SCIENCE,0.11591351144035492,PROG LANG AND TECH II
GIS APPLICATIONS IN SOCIAL SCIENCE,0.11615508315827199,QUANTITATIVE METHODS I
GIS APPLICATIONS IN SOCIAL SCIENCE,0.10019488567436058,ENGR APPLIC OF STATISTIC
GIS APPLICATIONS IN SOCIAL SCIENCE,0.13278162467545057,SURVEY RESEARCH & DESIGN
GIS APPLICATIONS IN SOCIAL SCIENCE,0.23946582454237222,DATA SCIENCE
GIS APPLICATIONS IN SOCIAL SCIENCE,0.12525848822637306,INTRO TO REAL ESTATE
GIS APPLICATIONS IN SOCIAL SCIENCE,0.12988566250669112,QUANTITATIVE RESEARCH DESIGN AND METHODS
GIS APPLICATIONS IN SOCIAL SCIENCE,0.12385799920472007,REAL ESTATE LAW
GIS APPLICATIONS IN SOCIAL SCIENCE,0.12769424083140807,URBAN REAL ESTATE ECON
GIS APPLICATIONS IN SOCIAL SCIENCE,0.15892112545654236,URBAN RESEARCH METHODS
GIS APPLICATIONS IN SOCIAL SCIENCE,0.11138365512726943,MODERN DATA MINING
GIS APPLICATIONS IN SOCIAL SCIENCE,0.1314873799379635,BIOL DATA SCIENCE I
GIS APPLICATIONS IN SOCIAL SCIENCE,0.1001285922685264,VIPER SEMINAR II: Vagelos Integrated Program in Energy Research (VIPER) Seminar II
GIS APPLICATIONS IN SOCIAL SCIENCE,0.12015623405780318,INTRO BUSINESS STAT
GIS APPLICATIONS IN SOCIAL SCIENCE,0.11156876076156529,REAL ESTATE ENTREPRENEUR
GIS APPLICATIONS IN SOCIAL SCIENCE,0.11138365512726943,ADV STAT FOR MGMT
GIS APPLICATIONS IN SOCIAL SCIENCE,0.10376074234375685,URBAN FISCAL POLICY
GIS APPLICATIONS IN SOCIAL SCIENCE,0.1348187951825601,Introduction to Sociological Research
GIS APPLICATIONS IN SOCIAL SCIENCE,0.10987861198993915,ADVANCED LINEAR ALGEBRA
GIS APPLICATIONS IN SOCIAL SCIENCE,0.19909160936604048,Modeling Geographic Objects
GIS APPLICATIONS IN SOCIAL SCIENCE,0.13217498204356914,STAT FOR ECONOMISTS
GIS APPLICATIONS IN SOCIAL SCIENCE,0.13886345874013598,INTRO SOC RESEARCH
GIS APPLICATIONS IN SOCIAL SCIENCE,0.10266024281407408,QUANTITATIVE METHODS II
ADV INTERMED ARABIC II,0.12243889546719586,MALAGASY - INTER II
ADV INTERMED ARABIC II,0.1600821996386461,POLISH/HERITAGE SPEAK II
ADV INTERMED ARABIC II,0.11241482604123992,MODERN ARABIC LITERATURE: ARAB WOMEN & WAR
ADV INTERMED ARABIC II,0.12151199555451762,ADV TOPICS IN MATH STAT
ADV INTERMED ARABIC II,0.11582845718433588,ELEMENTARY ARABIC I
ADV INTERMED ARABIC II,0.14745301751704482,COLLOQ. ARABIC LEVANTINE
ADV INTERMED ARABIC II,0.12151199555451762,ELEMENTARY HUNGARIAN II
ADV INTERMED ARABIC II,0.13357442018210133,INTRO LOGIC & COMPUTABTY
ADV INTERMED ARABIC II,0.1290026938034033,ELEMENTARY DUTCH II
ADV INTERMED ARABIC II,0.36547999919505814,ELEMENTARY ARABIC II
ADV INTERMED ARABIC II,0.13357442018210133,ADVANCED CALCULUS
ADV INTERMED ARABIC II,0.12243889546719586,AFR LANG TUTOR: ADV II: TIGRINYA-AFR LANG ADV II
ADV INTERMED ARABIC II,0.14745301751704482,COLLOQ. ARABIC MOROCCAN
BEG RDG/WRTG CHINESE I,0.12191628770295902,CHINAS DOMESTIC POLITICS
BEG RDG/WRTG CHINESE I,0.12696499169494477,INTRO CLASS CHINESE THGT
BEG RDG/WRTG CHINESE I,0.1063869543157164,1ST YR CLASSICAL CHIN I
BEG RDG/WRTG CHINESE I,0.10086885299307588,20TH C CHINESE LIT/FILM
BEG RDG/WRTG CHINESE I,0.12429876339507188,INTERMEDIATE KOREAN I
BEG RDG/WRTG CHINESE I,0.19885524276338892,2ND YR SPOKEN CHINESE I
BEG RDG/WRTG CHINESE I,0.3097432463106525,RDGS MOD CHINESE II:LIT
BEG RDG/WRTG CHINESE I,0.11220561530686958,ADV SPOKEN MANDARIN II
BEG RDG/WRTG CHINESE I,0.14166408360773713,RDGS MODRN CHINESE DOCUM
BEG RDG/WRTG CHINESE I,0.16702440864813672,INTEN BEG MOD CHIN I&II
BEG RDG/WRTG CHINESE I,0.1322483249663068,GENDER & RELIG IN CHINA
BEG RDG/WRTG CHINESE I,0.16671270746823733,2ND YR SPOKEN CHINESE II
BEG RDG/WRTG CHINESE I,0.22405672496762186,THE ARTS OF CHINA
BEG RDG/WRTG CHINESE I,0.14114192013888244,LANG/SCRIPT/SOC IN CHINA
BEG RDG/WRTG CHINESE I,0.1109552039211827,BEGINNING CHINESE III
INTEGRATED HUMAN ANATOMY PHYSIOLOGY & PHYSICAL ASSESSMENT I,0.10054224864941178,LEADERSHIP IN THE COMPLEX HEALTHCARE SYSTEM
INTEGRATED HUMAN ANATOMY PHYSIOLOGY & PHYSICAL ASSESSMENT I,0.10133674094776018,CLINICAL MANAGEMENT OF PRIMARY CARE WITH YOUNG FAMILIES
INTEGRATED HUMAN ANATOMY PHYSIOLOGY & PHYSICAL ASSESSMENT I,0.10175470114200501,AD PRIN OF NANS:SURGERY: Advanced Principles of Nurse Anesthesia Practice: Specialty Surgery
INTEGRATED HUMAN ANATOMY PHYSIOLOGY & PHYSICAL ASSESSMENT I,0.12452549701603367,BIOLOGY OF HUMAN DISEASE
INTEGRATED HUMAN ANATOMY PHYSIOLOGY & PHYSICAL ASSESSMENT I,0.20961438584604172,ADVANCED DEVELOPMENTAL PHYSIOLOGY AND PATHOPHYSIOLOGY
INTEGRATED HUMAN ANATOMY PHYSIOLOGY & PHYSICAL ASSESSMENT I,0.10246902024615606,NURSING IN THE COMMUNITY
INTEGRATED HUMAN ANATOMY PHYSIOLOGY & PHYSICAL ASSESSMENT I,0.14580958687970264,CONTEMPORARY PHIL: Beyond Biology:  Enhancing the human mind through technology
RUSSIAN & EAST EUROPEAN FILM AFTER WORLD WAR II,0.10291992842191629,NATIONALISM AND ETHNIC CONFLICT IN FILM
RUSSIAN & EAST EUROPEAN FILM AFTER WORLD WAR II,0.16393891446272507,VIDEO II
RUSSIAN & EAST EUROPEAN FILM AFTER WORLD WAR II,0.12692365587641113,RUSSIAN POLITICS
RUSSIAN & EAST EUROPEAN FILM AFTER WORLD WAR II,0.10077206547310497,IRAN CINEMA:GEND/POL/REL
RUSSIAN & EAST EUROPEAN FILM AFTER WORLD WAR II,0.6025141777993391,RUSSIAN AND EAST EUROPEAN FILM FROM THE OCTOBER REVOLUTION TO WORLD WAR II
RUSSIAN & EAST EUROPEAN FILM AFTER WORLD WAR II,0.20541392512334739,Russian and East European Film II
INTRODUCTION TO RESEARCH METHODS AND DESIGN,0.146856134199968,LEADERSHIP ADVOCACY AND THE PRACTICE OF INTEGRATED NURSING CARE OF ASD
INTRODUCTION TO RESEARCH METHODS AND DESIGN,0.2229736857250294,LEADERSHIP IN THE COMPLEX HEALTHCARE SYSTEM
INTRODUCTION TO RESEARCH METHODS AND DESIGN,0.1633184018751276,RES METHODS/PRAC IN IR
INTRODUCTION TO RESEARCH METHODS AND DESIGN,0.12058092266533081,SURVEY RESEARCH & DESIGN
INTRODUCTION TO RESEARCH METHODS AND DESIGN,0.16116572618246242,DISSERTATION SEMINAR I
INTRODUCTION TO RESEARCH METHODS AND DESIGN,0.13304946009154403,PROSEMINAR IN NURSING INNOVATION
INTRODUCTION TO RESEARCH METHODS AND DESIGN,0.11477529230315128,SITUATING THE PRACTICE OF NURSING
INTRODUCTION TO RESEARCH METHODS AND DESIGN,0.12990900539229477,VIPER SEMINAR II: Vagelos Integrated Program in Energy Research (VIPER) Seminar II
INTRODUCTION TO RESEARCH METHODS AND DESIGN,0.11581619069275163,FIELD METH OF SOC RES
INTRODUCTION TO RESEARCH METHODS AND DESIGN,0.11481052834530246,PSYCHOPHARMACOLOGY ACROSS THE LIFESPAN
INTRODUCTION TO RESEARCH METHODS AND DESIGN,0.10104448061818878,INTEGRATION I
INTRODUCTION TO RESEARCH METHODS AND DESIGN,0.12427004695000278,CNS CLINICAL II: CLINICAL NURSE SPECIALIST: CLINICAL II (280 CLINICAL HOURS)
INTRODUCTION TO RESEARCH METHODS AND DESIGN,0.2975675772047985,SCIENTIFIC INQUIRY FOR EVIDENCE-BASED PRACTICE
INTRODUCTION TO RESEARCH METHODS AND DESIGN,0.17883751244023888,Introduction to Sociological Research
INTRODUCTION TO RESEARCH METHODS AND DESIGN,0.12081735698818723,Advanced Principles of Nurse Anesthesia Practice: Obstetrics Pediatrics
INTRODUCTION TO RESEARCH METHODS AND DESIGN,0.11672625790482079,URBAN RESEARCH METHODS
INTRODUCTION TO RESEARCH METHODS AND DESIGN,0.15341020324040716,DOING RESEARCH: DOING RESEARCH: QUALITATIVE METHODS AND RESEARCH DESIGN
INTRODUCTION TO RESEARCH METHODS AND DESIGN,0.1899670765537279,INTRO SOC RESEARCH
INTRODUCTION TO RESEARCH METHODS AND DESIGN,0.23091568496014847,TEACHING NURSING IN P.D.: Teaching Nursing in Professional Development
INTRODUCTION TO RESEARCH METHODS AND DESIGN,0.10864135256770766,NURSING IN THE COMMUNITY
INTRODUCTION TO RESEARCH METHODS AND DESIGN,0.10738461117447676,HIGH RISK NEONATAL THEORY II
INTRO BUSINESS STAT,0.362581461655633,DATA ANALY & STAT COMP: Data Analytics and Statistical Computing
INTRO BUSINESS STAT,0.14285011494055938,INT TO NONP & LOGLIN MOD
INTRO BUSINESS STAT,0.10116348103214931,BAYESIAN METH & COMP
INTRO BUSINESS STAT,0.2491346191361607,QUANTITATIVE METHODS I
INTRO BUSINESS STAT,0.10508339348870667,INTRO TO COMPUTATIONAL BIOLOGY & BIOLOGICAL MODELING
INTRO BUSINESS STAT,0.2579802540131901,ENGR APPLIC OF STATISTIC
INTRO BUSINESS STAT,0.1642756811175246,DATA SCIENCE
INTRO BUSINESS STAT,0.20953641258141134,DISCRETE PROB & STAT INF
INTRO BUSINESS STAT,0.2990633138986615,STATISTICAL METHODOLOGY
INTRO BUSINESS STAT,0.10773840616416239,STATISTICAL INFERENCE
INTRO BUSINESS STAT,0.11998447261102979,MODERN DATA MINING
INTRO BUSINESS STAT,0.24238597520159605,BIOL DATA SCIENCE I
INTRO BUSINESS STAT,0.12598293991360715,APPLIED REG & ANALY VAR
INTRO BUSINESS STAT,0.12389366476766826,ESTIMATION & DETEC THRY
INTRO BUSINESS STAT,0.13678500336207344,SOCIAL STATISTICS
INTRO BUSINESS STAT,0.22024414855446212,INTRODUCTION TO QUANTITATIVE METHODS FOR POLICY ANALYSIS
INTRO BUSINESS STAT,0.11642776657614114,MODERN REGRESSION
INTRO BUSINESS STAT,0.11998447261102979,ADV STAT FOR MGMT
INTRO BUSINESS STAT,0.3546803667817343,STAT FOR ECONOMISTS
INTRO BUSINESS STAT,0.12777052745024597,PROBABILITY
INTRO BUSINESS STAT,0.14846600765588192,QUANTITATIVE METHODS II
ELEMENTARY LATIN I,0.10995752728347476,TECH COMM & ACAD WRITING
ELEMENTARY LATIN I,0.1102331313340855,INTRO TO LINGUISTICS
ELEMENTARY LATIN I,0.10741112340900874,THE ARTS & POPULAR CULT.
ELEMENTARY LATIN I,0.18629810567423796,HIST OF SPANISH LANGUAGE
ELEMENTARY LATIN I,0.13523270006891394,BUSINESS SPANISH I
ELEMENTARY LATIN I,0.10547303071443542,ANCIENT ROME
ELEMENTARY LATIN I,0.2527802761047261,TOPICS: LATIN LITERATURE: THE LATIN NOVEL
ELEMENTARY LATIN I,0.2768692754055462,TOPICS: LATIN LITERATURE: ELEGY
ELEMENTARY LATIN I,0.11475034354877377,ELEMENTARY ARABIC I
ELEMENTARY LATIN I,0.14619062422154555,ELEM TURKISH II
ELEMENTARY LATIN I,0.11787811281591784,ELEMENTARY SWAHILI II
ELEMENTARY LATIN I,0.14499403077394457,POST BACC LATIN
ELEMENTARY LATIN I,0.14586683357708868,ELEMENTARY GERMAN II
ELEMENTARY LATIN I,0.1329244309239391,ELEMENTARY SWEDISH I
ELEMENTARY LATIN I,0.10741112340900874,THE ARTS & POPULAR CULT.: THE ARTS AND POPULAR CULTURE:  BOB DYLAN
ELEMENTARY LATIN I,0.13816379041304525,SANSKRIT 1ST YR PART II
ELEMENTARY LATIN I,0.13077740324566745,COLONIAL LATIN AMERICA
ELEMENTARY LATIN I,0.24155777926215893,TOPICS: LATIN LITERATURE: CATULLUS
MAIN GROUP CHEMISTRY,0.12709407412209303,GEOCHEMISTRY
MAIN GROUP CHEMISTRY,0.1674047251967282,MATERIALS IN MECH DESIGN
MAIN GROUP CHEMISTRY,0.1594659450803606,NANO-SCALE MATERIALS LAB
MAIN GROUP CHEMISTRY,0.10401801291764722,INTRODUCTORY CHEM I
HEAT/MASS TRANSFER,0.13230369903653816,TRANSPORT PROCESSES I
HEAT/MASS TRANSFER,0.1751889428986268,MATERIAL&ENERGY BALANCES
HEAT/MASS TRANSFER,0.23553503500502593,LABORATORY
HEAT/MASS TRANSFER,0.1444113268142509,PARTIAL DIFFER EQUATIONS
HEAT/MASS TRANSFER,0.1471144490253074,BIOLOGICAL CHEMISTRY II
HEAT/MASS TRANSFER,0.15302020205875413,VIPER SEMINAR: Vagelos Integrated Program in Energy Research (VIPER) Seminar Part I
HEAT/MASS TRANSFER,0.11131150768734144,PHYS FOR ARCHITECTS I
PRINCIPLES IV: MOD.PHYS.,0.22512493198689199,INTRO TO QM II
PRINCIPLES IV: MOD.PHYS.,0.1107225587232627,NANO-SCALE MATERIALS LAB
PRINCIPLES IV: MOD.PHYS.,0.10254812983434665,QUANTUM COMP & INF SCI
PRINCIPLES IV: MOD.PHYS.,0.15344080878771893,QUANTUM ENGINEERING
INTRO HIST-COMP LING,0.1567746349143263,AFRO AMER HIST 1876-PRES
POPULATION & SOCIETY,0.1159253263847194,URBAN LAW
POPULATION & SOCIETY,0.10735847558795861,MIGRATION & MIDDLE EAST
POPULATION & SOCIETY,0.15367466086445333,ADVANCED EVOLUTION
POPULATION & SOCIETY,0.1573986351032855,CNS CLINICAL II: CLINICAL NURSE SPECIALIST: CLINICAL II (280 CLINICAL HOURS)
POPULATION & SOCIETY,0.10128753150362271,INTERNATIONAL POL. ECON: International Political Economy
